gap_uid,card,process_ref,process_name,L1_대분류,종류,종류설명,내용,제안담당,담당_근거,선행,관련_row_id,root_cause_id,root_cause,걸린낱말
GX-t65-072,t65,P25,프린팅머니 부채 집계·내보내기·외부회계 연동,정산·통계,라,라 — 결정 미정,적립금 만료 기본값이 명문화돼 있지 않다(원장 `X-MIG-EXPIRY`). 만료 정책이 곧 부채가 언제 사라지는지이므로 회계 숫자가 이 하나에 매인다.,최숙진,,t62 프린팅머니 원장 소유 결정,G-t65-072,RC-01,프린팅머니 원장 소유 미결(A 샵바이 적립금 vs B′ 후니 원장+외부포인트),프린팅머니
GX-t65-073,t65,P25,프린팅머니 부채 집계·내보내기·외부회계 연동,정산·통계,나,나 — 행은 있는데 코드 0,전역 엑셀 내보내기가 없다 — 구 사이트 통계 2건에 부분적으로만 붙어 있었다. MS·이카운트 연동 방식(수기/파일/API)도 정해지지 않았다.,최숙진,,원장 소유 결정,G-t65-073,RC-01,프린팅머니 원장 소유 미결(A 샵바이 적립금 vs B′ 후니 원장+외부포인트),프린팅머니
GX-t65-074,t65,P26,관리자 계정·권한·감사로그,시스템·플랫폼,나,나 — 행은 있는데 코드 0,"셀러어드민에 권한그룹이 0개다(마스터 1명뿐). 실무진이 각자 계정으로 들어가려면 그룹부터 만들어야 하는데, 지금은 한 계정을 나눠 쓰는 상태로 보인다 — 그러면 감사로그가 누가 했는지 구분하지 못한다.",최숙진,,없음 — 바로 착수 가능,G-t65-074,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,셀러어드민
GX-t65-075,t65,P26,관리자 계정·권한·감사로그,시스템·플랫폼,라,라 — 결정 미정,"몰 `/admin` 이 빈 스캐폴드이고 `auth.ts:161` 이 `token.role = ""user""` 를 무조건 넣어 `(admin)/layout.tsx:19` 에서 항상 튕겨낸다. 쓸 것이 아니면 지우고, 쓸 것이면 역할을 실제로 발급해야 한다 — 존폐 결정이 선행이다.",신우진,,없음 — 결정 자체가 선행,G-t65-075,RC-18,회원·인증·권한 정책 미확정,권한
GX-t65-076,t65,P26,관리자 계정·권한·감사로그,시스템·플랫폼,다,다 — 코드는 있는데 연결 안 됨,`proxy.ts:21-23` 에 ADMIN 검사가 주석으로 비활성돼 있고 `use-admins.ts:20` 이 그 위에 서 있다. 역할 기반 권한이 코드에는 있는데 꺼져 있다.,김동학,,/admin 존폐 결정,G-t65-076,RC-18,회원·인증·권한 정책 미확정,권한
GX-t65-077,t65,P27,몰 기초정보·도메인·발송메일 설정,시스템·플랫폼,나,나 — 행은 있는데 코드 0,사업자 정보가 통째로 빈칸이다 — 회사명·사업자등록번호·통신판매업 신고번호·주소·업종/업태·개인정보보호책임자가 모두 비어 있고 대표자명이 「대표 운영자」로 남아 있다. API `serviceBasicInfo` 의 `companyName` 도 빈 문자열이다. 법적 표기 의무라 런칭 차단 사유다.,최숙진,,없음 — 바로 착수 가능,G-t65-077,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t65-078,t65,P27,몰 기초정보·도메인·발송메일 설정,시스템·플랫폼,다,다 — 코드는 있는데 연결 안 됨,"도메인이 세 갈래다 — PC 웹 `shopby.huniprinting.com`, 모바일 웹 `shoby.huniprinting.com`, SNS 콜백 PC `shoby.huniprinting.co.kr`. `shopby` 와 `shoby` 철자가 갈려 있어 SNS 로그인 콜백이 어느 쪽으로 돌아오는지 불안정하다.",김동학,,없음 — 바로 착수 가능,G-t65-078,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,shopby
GX-t65-079,t65,P27,몰 기초정보·도메인·발송메일 설정,시스템·플랫폼,다,다 — 코드는 있는데 연결 안 됨,`https://shopby.huniprinting.co.kr/mypage` 로 들어가면 `https://huni-skin-shopby.vercel.app/login?callbackUrl=%2Fmypage` 로 튄다. 고객이 로그인하다가 배포 플랫폼 도메인을 보게 된다.,김동학,,도메인 정합 확정,G-t65-079,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,shopby
GX-t65-080,t65,P28,알림(SMS·알림톡) 설정·발송,시스템·플랫폼,나,나 — 행은 있는데 코드 0,알림톡 템플릿이 0건이다. 채널(@huniprinting)과 발신프로필키는 등록돼 있는데 보낼 내용이 없다. 템플릿은 카카오 검수를 거치므로 리드타임이 있다 — 늦게 시작하면 런칭을 민다.,최숙진,,주문 단계별 알림 시점 확정,G-t65-080,RC-09,알림 채널 결정·카카오 심사(리드타임이 우리 통제 밖),알림톡
GX-t65-081,t65,P28,알림(SMS·알림톡) 설정·발송,시스템·플랫폼,나,나 — 행은 있는데 코드 0,"SMS·알림톡 사용설정이 둘 다 「사용 안 함」이고, 주문배송 항목도 전부 「사용 안 함」이다. 스위치만 켜면 되는 일과 템플릿을 만들어야 하는 일이 섞여 있다.",최숙진,,없음 — 바로 착수 가능,G-t65-081,RC-09,알림 채널 결정·카카오 심사(리드타임이 우리 통제 밖),SMS
GX-t65-082,t65,P28,알림(SMS·알림톡) 설정·발송,시스템·플랫폼,라,라 — 결정 미정,어느 시점에 무엇을 보낼지(주문접수·입금확인·제작시작·출고·클레임 접수·답변 등록)가 목록으로 정해지지 않았다. P01~P07 의 모든 흐름이 이 목록을 기다린다.,신우진,,없음 — 결정 자체가 선행,G-t65-082,RC-09,알림 채널 결정·카카오 심사(리드타임이 우리 통제 밖),SMS
GX-t65-083,t65,P29,결제(PG)·배송비 정책 설정,시스템·플랫폼,다,다 — 코드는 있는데 연결 안 됨,PG 설정 쪽 코드는 있다 — `src/lib/payments/ncp-pay.ts:47-70` 과 `src/app/api/pay-config/route.ts:8` 이 동작한다. 그런데 주문서(`checkout-form.tsx:8-9`)에 「PG 연동은 후속 — 현재는 무통장만 동작」 이라고 적혀 있다. 설정과 화면이 이어져 있지 않다.,최숙진,,PG 계약·수단 확정,G-t65-083,RC-08,결제수단 개통·외부 계약 회신 대기(토스·카카오페이·이니시스),PG 계약
GX-t65-084,t65,P29,결제(PG)·배송비 정책 설정,시스템·플랫폼,라,라 — 결정 미정,도서산간 권역 배송비 정책이 확정되지 않았다(1차 런칭 W7-9 로 밀려 있다). 권역 정의가 없으면 주문서에서 배송비가 틀리게 나온다.,최숙진,,없음 — 정책 확정,G-t65-084,RC-21,1차 런칭 범위·오픈 일정 미확정(무엇을 빼는가가 먼저다),1차 런칭
GX-t65-085,t65,P29,결제(PG)·배송비 정책 설정,시스템·플랫폼,라,라 — 결정 미정,"1차 런칭을 무통장·가상계좌만으로 열지, 카드까지 열지가 정해지지 않았다. 이 결정이 P03 환불 경로와 P24 정산 대사를 동시에 바꾼다.",신우진,,없음 — 결정 자체가 선행,G-t65-085,RC-01,프린팅머니 원장 소유 미결(A 샵바이 적립금 vs B′ 후니 원장+외부포인트),가상계좌
GX-t65-086,t65,P30,상품·가격 데이터 동기화(webadmin ↔ 샵바이),시스템·플랫폼,다,다 — 코드는 있는데 연결 안 됨,"동기화가 미는 축이 메인이미지와 전시 여부 둘뿐이고, 상품코드 매핑은 `product-code-map.ts:41-49` 에 **수동 7건**만 등록돼 있다. 상품이 수백 건인데 다리 위에 7건만 올라가 있다.",서희항,,P14 상품 등록 정리,G-t65-086,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,샵바이
GX-t65-087,t65,P30,상품·가격 데이터 동기화(webadmin ↔ 샵바이),시스템·플랫폼,나,나 — 행은 있는데 코드 0,위젯 재견적 요청에 `X-Huni-Server-Key` 헤더를 싣는 코드가 몰에 0곳이다. 제공자가 `WAPI_SERVER_KEY_REQUIRED` 를 켜는 순간 재견적이 403 으로 죽는다. 포크(`huni-skin-next/src/lib/printly/server-key.ts`)에는 구현이 있다.,김동학,,포크 처리 결정(P37),G-t65-087,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,샵바이
GX-t65-088,t65,P30,상품·가격 데이터 동기화(webadmin ↔ 샵바이),시스템·플랫폼,라,라 — 결정 미정,상세탭 뷰의 DDL 소유자가 정해져 있지 않다(계약 협상). 몰이 남의 DB 뷰를 직접 읽고 있는데 그 뷰를 누가 바꿀 수 있는지가 없다.,신우진,,없음 — 결정 자체가 선행,G-t65-088,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,샵바이
GX-t65-089,t65,P30,상품·가격 데이터 동기화(webadmin ↔ 샵바이),시스템·플랫폼,나,나 — 행은 있는데 코드 0,"웹훅 등록 화면을 셀러어드민에서 찾지 못했다 — 전체메뉴 98링크 중 webhook 0건, Server API `GET /webhooks` 는 404, `/webhooks/failed` 는 400 이다. 주문 발생을 밀어서 받는 길이 없으면 폴링으로 가야 한다.",최숙진,,샵바이에 웹훅 지원 여부 문의,G-t65-089,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,셀러어드민
GX-t65-090,t65,P31,가격 계산 결과 카트 주입 브리지,시스템·플랫폼,나,나 — 행은 있는데 코드 0,담기 전달값에 토큰·원고 저장키·프로젝트 식별자가 평문으로 실린다(`ARCHITECTURE-v2.md` §10 A-13·§3.2·§8 I-2). 서명 검증도 없다 — 고객이 값을 바꿔 담으면 가격이 바뀔 수 있다는 뜻이다.,김동학,,없음 — 바로 착수 가능,G-t65-090,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t65-091,t65,P31,가격 계산 결과 카트 주입 브리지,시스템·플랫폼,라,라 — 결정 미정,카트에 들어간 금액이 정산의 권위인지가 관측되지 않았다(`X-SETTLE-AUTH`). P21 매출·P24 대사가 모두 이 답을 기다린다.,신우진,,없음 — 관측이 선행,G-t65-091,RC-23,실측으로 확인하지 못했다(코드·화면을 찾지 못함),관측되지 않
GX-t65-092,t65,P31,가격 계산 결과 카트 주입 브리지,시스템·플랫폼,다,다 — 코드는 있는데 연결 안 됨,전달값 라벨이 `huni_order`·`huni_item` 둘이고 `huni_token` 은 등록돼 있지 않다(`GET /products/136578130` 의 `mallProductInputs` 실측). 토큰을 쓰려면 상품 텍스트옵션에 라벨을 먼저 등록해야 한다 — P30 과 같은 뿌리다.,김동학,,라벨 등록 여부 결정,G-t65-092,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t65-093,t65,P32,원고 저장소·디자인 에디터 연동,시스템·플랫폼,다,다 — 코드는 있는데 연결 안 됨,업로드 presign(`config/urls.py:251`·`catalog/s3_artwork.py:208-280`)과 확정 승격(`catalog/artwork_promote.py:1`)이 구현돼 있으나 「구현-미검증」이다. 주문 확정 시 임시→확정 승격이 빠짐없이 도는지 확인 기록을 찾지 못했다.,서희항,,없음 — 실동작 검증,G-t65-093,RC-13,에디터(Edicus)·보관함 연동 미결,에디터
GX-t65-094,t65,P32,원고 저장소·디자인 에디터 연동,시스템·플랫폼,라,라 — 결정 미정,에디터 연동의 담당이 「미정」이고 사내 4담당 경계 밖이다. webadmin 쪽 조회·뷰(`edicus_lookup.py:214-260`·`edicus_views.py:278-674`)는 done 인데 몰 쪽 진입점(`configurator-actions`)은 stub 이다 — 반쪽만 이어져 있다.,신우진,,없음 — 담당·범위 결정,G-t65-094,RC-13,에디터(Edicus)·보관함 연동 미결,에디터
GX-t65-095,t65,P32,원고 저장소·디자인 에디터 연동,시스템·플랫폼,나,나 — 행은 있는데 코드 0,원고 보관 기간·용량 정책이 없다. 인쇄 원고는 크고 오래 남아 저장 비용이 계속 는다.,서희항,,없음 — 정책 작성,G-t65-095,RC-13,에디터(Edicus)·보관함 연동 미결,에디터
GX-t65-096,t65,P33,본인인증·주소검색·배송추적 외부 연동,시스템·플랫폼,나,나 — 행은 있는데 코드 0,본인인증 호출 지점이 없다(grep 무결과 · L2 D-17 `endpoint='(호출 지점 없음)'`). 가입·주문 어디에서도 부르지 않는다.,김동학,,본인인증 요건 확정,G-t65-096,RC-16,배송·택배사 코드 매핑과 출고 처리,배송추적
GX-t65-097,t65,P33,본인인증·주소검색·배송추적 외부 연동,시스템·플랫폼,나,나 — 행은 있는데 코드 0,택배사 연동·송장·배송추적 경로를 찾지 못했다. 샵바이 계약의 연계서비스 18건에도 택배사가 없다. 주문 계약서에 `deliveryCompanyType` 필드는 있다.,김동학,,택배사 계약 확인,G-t65-097,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,샵바이
GX-t65-098,t65,P33,본인인증·주소검색·배송추적 외부 연동,시스템·플랫폼,라,라 — 결정 미정,본인인증이 1차 런칭에 필요한지가 정해지지 않았다. 인쇄물 주문에 성인인증 요건이 있는 품목이 있는지부터 확인해야 한다.,신우진,,없음 — 요건 확인,G-t65-098,RC-16,배송·택배사 코드 매핑과 출고 처리,배송추적
GX-t65-099,t65,P34,고객 유입·전환 품질(분석·SEO·반응형·리다이렉트),시스템·플랫폼,나,나 — 행은 있는데 코드 0,분석 도구가 없다 — `src` 전역에서 `gtag|GA4|googletagmanager|analytics` grep 이 한 건도 안 나온다. 오픈 뒤 무엇이 안 되는지 숫자로 말할 근거가 안 쌓인다.,김동학,,없음 — 바로 착수 가능,G-t65-099,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t65-100,t65,P34,고객 유입·전환 품질(분석·SEO·반응형·리다이렉트),시스템·플랫폼,나,나 — 행은 있는데 코드 0,`sitemap|robots` grep 도 무결과다. 검색 색인을 통제하지 못한다.,김동학,,없음 — 바로 착수 가능,G-t65-100,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t65-101,t65,P34,고객 유입·전환 품질(분석·SEO·반응형·리다이렉트),시스템·플랫폼,나,나 — 행은 있는데 코드 0,구 URL 리다이렉트 맵과 구 사이트 종료 계획이 없다. 구 사이트로 들어오던 고객이 어디로 갈지 정해지지 않았다.,김동학,,구 사이트 종료 시점 결정,G-t65-101,RC-10,구 사이트 회원·잔액 이관과 컷오버 동결 창,구 사이트
GX-t65-102,t65,P34,고객 유입·전환 품질(분석·SEO·반응형·리다이렉트),시스템·플랫폼,라,라 — 결정 미정,반응형은 화면 단위 목록에 행이 없는 횡단 품질축이라 「어디까지 하면 끝인가」가 없다. 위젯 높이 2130px 실측이 유일한 근거다.,김동학,,없음 — 기준 정의,G-t65-102,RC-17,옵션·제약·위젯 배선(가격 축),위젯
GX-t65-103,t65,P35,장애 모니터링·백업복구·서버 환경,시스템·플랫폼,나,나 — 행은 있는데 코드 0,몰에 전역 오류 화면이 없다 — `error.tsx`·`not-found.tsx`·`global-error.tsx` 가 0개다. 고객이 Next 기본 404/500 을 그대로 본다. 포크에는 세 파일이 다 있다.,김동학,,없음 — 바로 착수 가능,G-t65-103,RC-07,huni-skin-next 포크·코드베이스 정비 미결,포크
GX-t65-104,t65,P35,장애 모니터링·백업복구·서버 환경,시스템·플랫폼,다,다 — 코드는 있는데 연결 안 됨,`console.error` 24건이 요청 ID 없이 흩어져 있어 한 고객의 한 요청을 꿰어 볼 수 없다. 포크에 구조화 로그·요청 ID 구현이 있다.,김동학,,포크 처리 결정(P37),G-t65-104,RC-07,huni-skin-next 포크·코드베이스 정비 미결,포크
GX-t65-105,t65,P35,장애 모니터링·백업복구·서버 환경,시스템·플랫폼,나,나 — 행은 있는데 코드 0,"DB 스냅샷·복구 리허설 기록이 없다. 백업이 돌고 있는지, 돌아도 되돌릴 수 있는지 확인된 적이 없다 — 「되돌릴 수 있다」는 해 본 적이 있어야 사실이다.",서희항,,없음 — 리허설 수행,G-t65-105,RC-10,구 사이트 회원·잔액 이관과 컷오버 동결 창,스냅샷
